0.3000	0.8654
0.7168	0.1913
1.1336	-0.4591
1.5504	-0.9227
1.9672	-0.7582
2.3840	-0.2730
2.8008	0.3701
3.2176	0.8160
3.6345	0.8105
4.0513	0.3296
4.4681	-0.4307
4.8849	-0.8085
5.3017	-0.7887
5.7185	-0.2907
6.1353	0.1407
6.5521	0.6841
6.9689	0.7367
7.3857	0.3326
7.8025	-0.1114
8.2193	-0.5168
8.6361	-0.6071
9.0529	-0.3884
9.4697	0.1321
9.8866	0.4913
10.3034	0.6315
10.7202	0.3604
11.1370	-0.0401
11.5538	-0.4443
11.9706	-0.6359
12.3874	-0.4055
12.8042	0.0369
13.2210	0.4016
13.6378	0.6264
14.0546	0.4933
14.4714	-0.0315
14.8882	-0.3491
15.3050	-0.5728
15.7218	-0.4065
16.1387	-0.1203
16.5555	0.1922
16.9723	0.3918
17.3891	0.3278
17.8059	0.1330
18.2227	-0.2275
18.6395	-0.3231
19.0563	-0.3556
19.4731	-0.1068
19.8899	0.2340
20.3067	0.4446
20.7235	0.4416
21.1403	0.1567
21.5571	-0.1356
21.9739	-0.2917
22.3908	-0.2261
22.8076	-0.1963
23.2244	0.1733
23.6412	0.2799
24.0580	0.3195
24.4748	0.2533
24.8916	-0.1579
25.3084	-0.2542
25.7252	-0.3160
26.1420	-0.2429
26.5588	0.0550
26.9756	0.1881
27.3924	0.2261
27.8092	0.1943
28.2261	-0.0389
28.6429	-0.2390
29.0597	-0.2861
29.4765	-0.3019
29.8933	0.0509
30.3101	0.1746
30.7269	0.1785
31.1437	0.1916
31.5605	-0.0794
31.9773	-0.1946
32.3941	-0.2760
32.8109	-0.1303
33.2277	0.0015
33.6445	0.1151
34.0613	0.2404
34.4782	0.2458
34.8950	0.0359
35.3118	-0.0745
35.7286	-0.1096
36.1454	-0.1220
36.5622	-0.1760
36.9790	0.1311
37.3958	0.1949
37.8126	0.1384
38.2294	0.0168
38.6462	-0.0874
39.0630	-0.2089
39.4798	-0.0762
39.8966	-0.0696
40.3134	0.0424
40.7303	0.1221
41.1471	0.1415
41.5639	0.1053
41.9807	-0.0702
42.3975	-0.0743
42.8143	-0.1959
43.2311	-0.0888
43.6479	-0.0253
44.0647	0.1288
44.4815	0.0954
44.8983	0.0279
45.3151	-0.0099
45.7319	-0.0383
46.1487	-0.1060
46.5655	-0.1002
46.9824	0.0073
47.3992	0.0218
47.8160	0.2248
48.2328	0.1083
48.6496	-0.0653
49.0664	-0.0524
49.4832	-0.1002
49.9000	-0.0615
