1.000000000000000000e+00	8.005136240297653361e-01
1.494382022471909988e+00	1.078994252074530591e+00
1.988764044943820197e+00	8.977777979568378752e-01
2.483146067415730407e+00	7.040896301607000307e-01
2.977528089887640395e+00	8.360042065901724939e-01
3.471910112359550382e+00	8.459815310722461623e-01
3.966292134831460814e+00	7.440420984090637679e-01
4.460674157303371246e+00	8.300580557928224357e-01
4.955056179775280789e+00	7.539410067416907335e-01
5.449438202247191221e+00	7.557922978354033594e-01
5.943820224719100764e+00	6.512440012428373226e-01
6.438202247191011196e+00	6.168644851882144620e-01
6.932584269662921628e+00	6.697005318742904612e-01
7.426966292134831171e+00	5.190208718675968225e-01
7.921348314606741603e+00	7.407149199640750137e-01
8.415730337078651146e+00	4.804661754898943427e-01
8.910112359550561578e+00	7.010193834870123153e-01
9.404494382022472010e+00	5.318469770122152829e-01
9.898876404494382442e+00	4.333333672549476434e-01
1.039325842696629110e+01	4.708350487719726307e-01
1.088764044943820153e+01	5.998661225024610744e-01
1.138202247191011196e+01	3.728663137715937381e-01
1.187640449438202239e+01	4.966364889741031186e-01
1.237078651685393282e+01	3.677957065262754122e-01
1.286516853932584326e+01	3.983976372762671470e-01
1.335955056179775191e+01	3.668183159354136413e-01
1.385393258426966234e+01	3.630356836286001698e-01
1.434831460674157277e+01	4.452832299636133584e-01
1.484269662921348321e+01	3.440326847908053431e-01
1.533707865168539364e+01	3.383107780490524075e-01
1.583146067415730229e+01	2.845367733302439639e-01
1.632584269662921272e+01	3.130455576183518995e-01
1.682022471910112316e+01	3.384306952336080254e-01
1.731460674157303359e+01	2.758818539605498166e-01
1.780898876404494402e+01	2.551862282987425457e-01
1.830337078651685445e+01	2.814918842267554178e-01
1.879775280898876488e+01	2.706376813180714769e-01
1.929213483146067531e+01	2.265436654857968524e-01
1.978651685393258219e+01	2.839966305738577668e-01
2.028089887640449263e+01	2.615624891733804858e-01
2.077528089887640306e+01	2.964130111479510998e-01
2.126966292134831349e+01	1.455824447772651187e-01
2.176404494382022392e+01	2.930829267211570999e-01
2.225842696629213435e+01	2.276081271883274582e-01
2.275280898876404478e+01	1.522240084902936053e-01
2.324719101123595522e+01	2.426174166395193565e-01
2.374157303370786565e+01	1.622201812101711771e-01
2.423595505617977608e+01	1.546506062100259926e-01
2.473033707865168651e+01	1.950074544295916368e-01
2.522471910112359339e+01	2.061472200255290710e-01
2.571910112359550382e+01	1.346797305694846514e-01
2.621348314606741425e+01	1.697603628453811797e-01
2.670786516853932469e+01	1.619018781013406572e-01
2.720224719101123512e+01	1.378869317159194252e-01
2.769662921348314555e+01	1.602380691725124873e-01
2.819101123595505598e+01	1.419690812391603274e-01
2.868539325842696641e+01	1.500130847259344424e-01
2.917977528089887684e+01	1.178778924066441469e-01
2.967415730337078728e+01	1.272586145444340455e-01
3.016853932584269415e+01	9.915349979410402470e-02
3.066292134831460459e+01	1.175757857371794307e-01
3.115730337078651502e+01	8.797376280398286341e-02
3.165168539325842545e+01	1.051507456579928029e-01
3.214606741573033588e+01	1.227326902440141060e-01
3.264044943820224631e+01	1.292523770375566816e-01
3.313483146067415674e+01	9.994472960764556879e-02
3.362921348314606718e+01	9.917300349716216823e-02
3.412359550561797761e+01	1.125065751008569592e-01
3.461797752808988804e+01	9.764640808431314378e-02
3.511235955056179847e+01	8.447035163653765499e-02
3.560674157303370890e+01	1.064413169123487185e-01
3.610112359550561933e+01	9.399657763423402423e-02
3.659550561797752977e+01	8.785348667090717156e-02
3.708988764044944020e+01	1.003959588758402410e-01
3.758426966292135063e+01	7.799762287443560982e-02
3.807865168539325396e+01	6.973467908674872706e-02
3.857303370786516439e+01	8.583759717444752746e-02
3.906741573033707482e+01	7.092715238218733065e-02
3.956179775280898525e+01	6.735355448601287875e-02
4.005617977528089568e+01	5.839080391223660377e-02
4.055056179775280611e+01	6.741263373189905483e-02
4.104494382022471655e+01	6.264242085639747104e-02
4.153932584269662698e+01	4.985936309100780922e-02
4.203370786516853741e+01	5.203498786916415514e-02
4.252808988764044784e+01	5.061943744126982253e-02
4.302247191011235827e+01	5.415164022670718169e-02
4.351685393258426870e+01	6.165492685640608372e-02
4.401123595505617914e+01	4.904665070130150711e-02
4.450561797752808957e+01	4.594151820703452904e-02
4.500000000000000000e+01	4.367797629459282266e-02
